,feature,score
665,"rSMA(data,""close"",11)",0.004762734865224742
429,"rEMA(data,""close"",65)",0.004614231918138359
114,"RSI(data,""close"",4)",0.004106055223453804
434,"rEMA(data,""close"",70)",0.0037252235321234227
431,"rEMA(data,""close"",67)",0.003704569588217385
435,"rEMA(data,""close"",71)",0.003689613290821946
670,"rSMA(data,""close"",16)",0.003147033638565881
432,"rEMA(data,""close"",68)",0.0031137116720300487
671,"rSMA(data,""close"",17)",0.00297666973581227
125,"RSI(data,""close"",15)",0.002902997759372925
273,"rATR(data,6)[1]",0.0028999365461816005
433,"rEMA(data,""close"",69)",0.002778120170765782
675,"rSMA(data,""close"",21)",0.002731289062238323
267,"rATR(data,4)[1]",0.0027202949912135026
19,"rBollinger(data,""close"",8)[1]",0.0025077573398285813
436,"rEMA(data,""close"",72)",0.002466799664539011
16,"rBollinger(data,""close"",7)[1]",0.0023886384575536076
672,"rSMA(data,""close"",18)",0.002305154113034871
270,"rATR(data,5)[1]",0.0022822484064944997
674,"rSMA(data,""close"",20)",0.002227314261760927
116,"RSI(data,""close"",6)",0.0021936589029725425
117,"RSI(data,""close"",7)",0.0021815678615027694
22,"rBollinger(data,""close"",9)[1]",0.0021656171260400936
276,"rATR(data,7)[1]",0.00207727028433996
25,"rBollinger(data,""close"",10)[1]",0.0020549052066144184
5,"ratio(data,""open"",""close"")",0.0020479439203259747
441,"rEMA(data,""close"",77)",0.0020427862119583792
279,"rATR(data,8)[1]",0.002001482578744488
437,"rEMA(data,""close"",73)",0.001998034672171791
439,"rEMA(data,""close"",75)",0.00198451820618793
669,"rSMA(data,""close"",15)",0.0019442861009787453
282,"rATR(data,9)[1]",0.0019013223521052317
28,"rBollinger(data,""close"",11)[1]",0.0019004969493603917
13,"rBollinger(data,""close"",6)[1]",0.0017938031755275995
440,"rEMA(data,""close"",76)",0.0017019219983944807
124,"RSI(data,""close"",14)",0.0016962574558488908
31,"rBollinger(data,""close"",12)[1]",0.001592226378089851
40,"rBollinger(data,""close"",15)[1]",0.0015742306653600154
37,"rBollinger(data,""close"",14)[1]",0.0015371109194099277
115,"RSI(data,""close"",5)",0.001533789717805246
442,"rEMA(data,""close"",78)",0.0014945338160457066
34,"rBollinger(data,""close"",13)[1]",0.001486878094954585
668,"rSMA(data,""close"",14)",0.0014823690720898181
438,"rEMA(data,""close"",74)",0.0014637178484706304
253,"rMACD(data,""open"",47,23,9)",0.001402838983278373
285,"rATR(data,10)[1]",0.001399054224950489
126,"RSI(data,""close"",16)",0.0013912932768055204
726,"rSMA(data,""close"",72)",0.0013612598161352777
284,"rATR(data,10)[0]",0.0013453435631777637
677,"rSMA(data,""close"",23)",0.0013269044451455435
291,"rATR(data,12)[1]",0.0013130247860120886
43,"rBollinger(data,""close"",16)[1]",0.0012489193150752754
666,"rSMA(data,""close"",12)",0.0012406076802472439
214,"rMACD(data,""close"",48,24,9)",0.0012258675850315127
288,"rATR(data,11)[1]",0.0012105603713661512
252,"rMACD(data,""open"",46,23,9)",0.0012070529876598837
36,"rBollinger(data,""close"",14)[0]",0.0011686007816309062
294,"rATR(data,13)[1]",0.0011683901108544142
300,"rATR(data,15)[1]",0.001160092668850478
297,"rATR(data,14)[1]",0.0011567808817504167
118,"RSI(data,""close"",8)",0.0011457628022173664
10,"rBollinger(data,""close"",5)[1]",0.0011383385000804395
446,"rEMA(data,""close"",82)",0.0011331351335527615
445,"rEMA(data,""close"",81)",0.0010856261787455792
42,"rBollinger(data,""close"",16)[0]",0.0010846736062998974
722,"rSMA(data,""close"",68)",0.001083202358873349
723,"rSMA(data,""close"",69)",0.001080878009132443
725,"rSMA(data,""close"",71)",0.001077092977351863
213,"rMACD(data,""close"",47,23,9)",0.0010675556103090663
678,"rSMA(data,""close"",24)",0.0010587657924677001
39,"rBollinger(data,""close"",15)[0]",0.0010504083085623118
51,"rBollinger(data,""close"",19)[0]",0.0010351497598666789
281,"rATR(data,9)[0]",0.0010300293305191852
290,"rATR(data,12)[0]",0.0010293599820735823
272,"rATR(data,6)[0]",0.0010269353446288976
54,"rBollinger(data,""close"",20)[0]",0.0010263681559569168
673,"rSMA(data,""close"",19)",0.0010204279226109752
444,"rEMA(data,""close"",80)",0.0010072079009522106
727,"rSMA(data,""close"",73)",0.0010058502351688082
724,"rSMA(data,""close"",70)",0.0009983422874266217
321,"rATR(data,22)[1]",0.0009895484135565818
275,"rATR(data,7)[0]",0.0009806419636146188
212,"rMACD(data,""close"",46,23,9)",0.0009795084933196115
269,"rATR(data,5)[0]",0.0009556521253896691
127,"RSI(data,""close"",17)",0.0009554650669464807
312,"rATR(data,19)[1]",0.0009512344028043345
315,"rATR(data,20)[1]",0.0009510817535331078
309,"rATR(data,18)[1]",0.0009497722163857057
667,"rSMA(data,""close"",13)",0.0009431950664801673
48,"rBollinger(data,""close"",18)[0]",0.0009344038066334739
302,"rATR(data,16)[0]",0.0009314832294623488
266,"rATR(data,4)[0]",0.0009285749496964612
293,"rATR(data,13)[0]",0.0009251746268610276
318,"rATR(data,21)[1]",0.0008992983353211161
306,"rATR(data,17)[1]",0.0008808819486971807
67,"rBollinger(data,""close"",24)[1]",0.0008788579732924439
721,"rSMA(data,""close"",67)",0.000873640931799591
683,"rSMA(data,""close"",29)",0.0008659128483957921
303,"rATR(data,16)[1]",0.0008650148001636834
45,"rBollinger(data,""close"",17)[0]",0.0008582250600353079
46,"rBollinger(data,""close"",17)[1]",0.0008365029737896321
61,"rBollinger(data,""close"",22)[1]",0.0008348778962842192
64,"rBollinger(data,""close"",23)[1]",0.0008202059110186142
447,"rEMA(data,""close"",83)",0.000816757372258891
709,"rSMA(data,""close"",55)",0.0008138752291979651
296,"rATR(data,14)[0]",0.0008132629538776366
715,"rSMA(data,""close"",61)",0.0007935815602993772
287,"rATR(data,11)[0]",0.0007885140618843759
278,"rATR(data,8)[0]",0.0007800776180906714
57,"rBollinger(data,""close"",21)[0]",0.0007790990270087217
353,"rATR(data,33)[0]",0.0007680838566919406
368,"rATR(data,38)[0]",0.0007675937321683554
365,"rATR(data,37)[0]",0.000766665191975548
339,"rATR(data,28)[1]",0.00076223258206408
719,"rSMA(data,""close"",65)",0.0007622123118430667
308,"rATR(data,18)[0]",0.0007620525048428609
63,"rBollinger(data,""close"",23)[0]",0.0007607783106221985
70,"rBollinger(data,""close"",25)[1]",0.0007479851974183429
710,"rSMA(data,""close"",56)",0.0007441890065592144
371,"rATR(data,39)[0]",0.0007435449420869777
299,"rATR(data,15)[0]",0.000741861223975051
305,"rATR(data,17)[0]",0.0007357195053898772
718,"rSMA(data,""close"",64)",0.0007306213952840108
720,"rSMA(data,""close"",66)",0.0007183404483112392
359,"rATR(data,35)[0]",0.000716335682249909
335,"rATR(data,27)[0]",0.0007050038128117446
676,"rSMA(data,""close"",22)",0.0007041716193524069
713,"rSMA(data,""close"",59)",0.0007008863985429257
317,"rATR(data,21)[0]",0.0006931141036772067
52,"rBollinger(data,""close"",19)[1]",0.0006908422680533673
2,"rGradient(data,""high"")",0.0006873268876258905
449,"rEMA(data,""close"",85)",0.0006846992542208231
7,"rBollinger(data,""close"",4)[1]",0.0006816073289659035
443,"rEMA(data,""close"",79)",0.0006716791540241643
119,"RSI(data,""close"",9)",0.0006697306684669055
58,"rBollinger(data,""close"",21)[1]",0.0006686929694878952
73,"rBollinger(data,""close"",26)[1]",0.0006675693114968273
323,"rATR(data,23)[0]",0.0006455186569316983
332,"rATR(data,26)[0]",0.0006432637979302726
329,"rATR(data,25)[0]",0.0006419050176486587
347,"rATR(data,31)[0]",0.0006374611500710598
123,"RSI(data,""close"",13)",0.0006363180085487692
